0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.53226346,0.0,0.4737177,0.0,0.0,0.0,0.0,0.6746467,0.0,0.0,0.7478002,0.679692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6709382,0.44639522,0.6147154,0.0,0.56448925,0.68199635,0.523113,0.0,0.0,0.5757766,0.7334205,0.0,0.0,0.0,0.80609804,0.44820467,0.35273513,0.0,0.6635575,1.047293,1.2058911,0.57831615,0.0,0.0,0.0042488966,0.0,0.5201663,0.0
0.5392138,0.0,0.38403797,0.0,0.0,0.0,0.0,0.50491005,0.0,0.0,0.51056683,0.595632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74798506,0.3896462,0.58918774,0.0,0.59244907,0.6942689,0.545978,0.0,0.0,0.4876791,0.64403254,0.0,0.0,0.0,0.7600039,0.3926702,0.37169537,0.0,0.63201946,0.99337083,1.1515799,0.5289397,0.0,0.0,0.0,0.0,0.54599553,0.0
0.5749429,0.0,0.50034684,0.0,0.0,0.0,0.0,0.73435044,0.0,0.0,0.6466787,0.89472514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7988968,0.41983795,0.63717353,0.0,0.5598331,0.7373355,0.54072005,0.0,0.0,0.6324338,0.7631624,0.0,0.0,0.0,0.8753536,0.3964294,0.40255386,0.0,0.76074386,1.2087522,1.1766758,0.5605163,0.0,0.0,0.20981675,0.0,0.640224,0.0
0.45126283,0.0,0.46883675,0.0,0.0,0.0,0.0,0.5922949,0.0,0.0,0.8905659,0.35058668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008888947,0.0,0.5320922,0.36654845,0.57009864,0.0,0.6978661,0.48696908,0.5288058,0.0,0.0,0.72576296,0.7290764,0.0,0.0,0.0,0.82441306,0.5616444,0.5774307,0.0,0.66381377,1.0380638,1.0007473,0.54477406,0.0,0.0,0.0,0.0,0.53467363,0.0
0.72138625,0.0,0.664655,0.0,0.0,0.0,0.0,0.6442946,0.0,0.0,0.97406095,0.6631055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63501614,0.8306981,0.8362777,0.0,0.9602566,0.83457416,0.858161,0.0,0.0,0.70029026,0.9946305,0.0,0.0,0.0,1.0115426,0.66684234,0.5160213,0.0,0.98083675,1.108868,1.2904449,0.74043244,0.0,0.0,0.0,0.0,0.6682044,0.0
0.4290539,0.0,0.46605843,0.0,0.0,0.0,0.0,0.4868456,0.0,0.0,0.8470327,0.42624277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47271723,0.4181163,0.5576008,0.0,0.7320626,0.5387014,0.5156351,0.0,0.0,0.6209392,0.6929267,0.0,0.0,0.0,0.7829227,0.5158216,0.50657195,0.0,0.648258,0.98205703,0.9425658,0.5026768,0.0,0.0,0.0,0.0,0.4917118,0.0
0.67334455,0.0,0.63353074,0.0,0.0,0.0,0.0,0.72167736,0.0,0.0,0.7471194,0.9096705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0056436,0.3917423,0.875371,0.0,0.78531206,0.970081,0.51024073,0.0,0.0,0.62963736,0.9215578,0.0,0.0,0.0,1.0317268,0.4940431,0.40010843,0.0,0.85741717,1.4193522,1.3935263,0.6692056,0.0,0.0,0.30133623,0.0,0.7284987,0.0
0.7092514,0.0,0.74781483,0.0,0.0,0.0,0.0,0.50971365,0.0,0.0,0.6290081,0.9145013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7561671,0.6719464,1.000799,0.0,0.8050544,0.9942806,0.75774807,0.0,0.0,0.561271,0.9645973,0.0,0.0,0.0,1.082761,0.6336044,0.26519606,0.0,0.9490942,1.1022545,1.3183616,0.71340734,0.0,0.0,0.0,0.0,0.7295383,0.0
0.60825664,0.0,0.55883825,0.0,0.0,0.0,0.0,0.8191333,0.0,0.0,0.7602275,0.6557271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.614833,0.386342,0.6738223,0.0,0.5643565,0.5736475,0.566191,0.0,0.0,0.6691688,0.8284189,0.0,0.0,0.0,0.8460657,0.43119478,0.5547616,0.0,0.7982785,1.0177737,1.0737761,0.6780432,0.0,0.0,0.36842254,0.0,0.6677044,0.0
0.8811327,0.0,0.9299276,0.0,0.0,0.0,0.0,0.67093796,0.0,0.0,0.71366566,1.2669055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0340842,0.77434033,1.1449186,0.0,0.98550487,1.0849047,0.8009934,0.0,0.0,0.55278516,1.2319795,0.0,0.0,0.0,1.1359179,0.5903015,0.025079835,0.0,1.0770621,1.3622441,1.3126465,0.7288658,0.0,0.0,0.0,0.0,0.9193419,0.0
0.6041837,0.0,0.62113136,0.0,0.0,0.0,0.0,0.7066853,0.0,0.0,0.60832995,1.2279549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8984117,0.5138514,0.78416973,0.0,0.54362166,0.773599,0.63542646,0.0,0.0,0.6901223,0.94089466,0.0,0.0,0.0,1.0421879,0.5303444,0.34127402,0.0,0.8814521,1.2869551,1.0498512,0.57109284,0.0,0.0,0.0,0.0,0.93070793,0.0
0.66356784,0.0,0.5705626,0.0,0.0,0.0,0.0,0.84211427,0.0,0.0,0.7926415,0.7830106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8445737,0.4562692,0.70319575,0.0,0.63533837,0.72642505,0.6096275,0.0,0.0,0.7458364,0.8435011,0.0,0.0,0.0,0.90829355,0.49044332,0.5673412,0.0,0.8795392,1.2548506,1.2346606,0.64447075,0.0,0.0,0.48204282,0.0,0.68656796,0.0
0.44496435,0.0,0.48089448,0.0,0.0,0.0,0.0,0.55027926,0.0,0.0,0.71235424,0.39244553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42062297,0.43363094,0.7054136,0.0,0.53267777,0.56575423,0.5141984,0.0,0.0,0.5651883,0.68627536,0.0,0.0,0.0,0.66477865,0.546352,0.4434474,0.0,0.6721144,0.7537649,0.93222827,0.5270848,0.0,0.0,0.25357893,0.0,0.5288909,0.0
0.6782548,0.0,0.7050498,0.0,0.0,0.0,0.0,0.73260295,0.0,0.0,0.65842617,1.3259901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94053847,0.6053271,0.8811474,0.0,0.6198885,0.8232201,0.72285956,0.0,0.0,0.7097032,1.0372851,0.0,0.0,0.0,1.0904309,0.5662303,0.30823335,0.0,0.962571,1.3338268,1.0657963,0.6254272,0.0,0.0,0.0,0.0,0.9989792,0.0
0.63372296,0.0,0.6185214,0.0,0.0,0.0,0.0,0.76495934,0.0,0.0,0.76267976,0.708753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.763051,0.36437985,0.82967025,0.0,0.72740054,0.77544165,0.47955793,0.0,0.0,0.59725386,0.8346488,0.0,0.0,0.0,0.93147516,0.45827016,0.44438523,0.0,0.81843746,1.1185545,1.1576854,0.69395345,0.0,0.0,0.42657378,0.0,0.6352111,0.0
0.7109635,0.0,0.6926359,0.0,0.0,0.0,0.0,0.54915535,0.0,0.0,0.51960725,1.0571872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8685199,0.5658346,1.0099369,0.0,0.7384608,0.9278679,0.711451,0.0,0.0,0.59952825,0.8509165,0.0,0.0,0.0,1.1053611,0.585467,0.3407623,0.0,0.92960185,1.1530212,1.2751466,0.68731034,0.0,0.0,0.0,0.0,0.7880219,0.0
0.71096355,0.0,0.69263595,0.0,0.0,0.0,0.0,0.54915535,0.0,0.0,0.51960725,1.0571871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86851996,0.5658346,1.009937,0.0,0.7384607,0.9278682,0.7114511,0.0,0.0,0.59952825,0.85091656,0.0,0.0,0.0,1.105361,0.585467,0.3407623,0.0,0.92960197,1.1530211,1.2751465,0.68731034,0.0,0.0,0.0,0.0,0.7880219,0.0
0.36349964,0.0,0.508097,0.0,0.0,0.0,0.0,0.47269344,0.0,0.0,0.54383904,0.78064,0.0,0.0,0.0,0.0,0.0,0.0,0.013204838,0.0,0.0,0.0,0.6339235,0.34414256,0.6276938,0.0,0.5162591,0.5821997,0.44149333,0.0,0.0,0.5957046,0.6151643,0.0,0.0,0.0,0.8101281,0.52356756,0.44024444,0.0,0.6854567,1.0179669,0.9656649,0.47311395,0.0,0.0,0.17015037,0.0,0.62102085,0.0
0.6242607,0.0,0.6263633,0.0,0.0,0.0,0.0,0.8015243,0.0,0.0,0.9049472,0.6577458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79417235,0.41195098,0.88404053,0.0,0.80544454,0.8115099,0.54804224,0.0,0.0,0.66739935,0.8884546,0.0,0.0,0.0,0.969854,0.50488305,0.56259954,0.0,0.93641347,1.1678604,1.2161914,0.686421,0.0,0.0,0.6056441,0.0,0.65275335,0.0
0.56091225,0.0,0.64198494,0.0,0.0,0.0,0.0,0.37472636,0.0,0.0,0.5831141,0.8702592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71391404,0.5527492,0.8458852,0.0,0.78179216,0.79396147,0.56546897,0.0,0.0,0.5166475,0.814305,0.0,0.0,0.0,0.9001885,0.65036607,0.3289567,0.0,0.8635983,1.1325955,1.0209061,0.50696236,0.0,0.0,0.0,0.0,0.6456703,0.0
0.7430599,0.0,0.7184473,0.0,0.0,0.0,0.0,0.8443265,0.0,0.0,0.9609435,0.51171637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80157065,0.5543753,0.92774546,0.0,0.7568832,0.7252056,0.71214664,0.0,0.0,0.9160284,0.8592968,0.0,0.0,0.0,0.99127007,0.77310884,0.7716211,0.0,0.98532647,1.186232,1.3613423,0.75102097,0.0,0.0,0.705569,0.0,0.74382067,0.0
0.8885688,0.0,0.81866086,0.0,0.0,0.0,0.0,1.0233644,0.0,0.0,1.0086952,0.77123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0378661,0.49379987,1.0815356,0.0,0.9311946,0.9111807,0.6456052,0.0,0.0,0.877411,1.0614748,0.0,0.0,0.0,1.1634816,0.6737577,0.7482978,0.0,1.1565623,1.4691277,1.4562966,0.8666643,0.0,0.0,0.9032048,0.0,0.825373,0.0
